,Timestamp (seconds),Speed (km/h),Latitude coordinate (degrees),Longitude coordinate (degrees),Altitude (meters),Vertical accuracy (degrees),Horizontal accuracy (degrees),Course (degrees),Difcourse: course variation (degrees),Boolean of system activated (1 if >50km/h),Acceleration in X (Gs),Acceleration in Y (Gs),Acceleration in Z (Gs),Acceleration in X filtered by KF (Gs),Acceleration in Y filtered by KF (Gs),Acceleration in Z filtered by KF (Gs),Roll (degrees),Pitch (degrees),Yaw (degrees),X: car position relative to lane center (meters),Phi: car angle relative to lane curvature (degrees),W: road width (meters),"State of the lane det. algorithm [-1=calibrating, 0=initializing, 1=undetected, 2=detected/running]",Distance to ahead vehicle in current lane (meters) [value -1 means no car is detected in front],Time of impact to ahead vehicle (seconds) [distance related to own speed],Number of detected vehicles in this frame (traffic),GPS speed (km/h) [same as in RAW GPS],Maximum allowed speed of current road (km/h),"Reliability of obtained maxspeed (0=unknown, 1=reliable, 2=used previously obtained maxspeed,3=estimated by type of road)","Type of road (motorway, trunk, secondary...)",Number of lanes in current road,"Estimated current lane (1=right lane, 2=first left lane, 3=second left lane, etc) [experimental]",GPS Latitude used to query OSM (degrees),GPS Longitude used to query OSM (degrees),OSM delay to answer query (seconds),GPS speed (km/h) [same as in RAW GPS]],Ratio normal (base 1),Ratio drowsy (base 1),Ratio aggressive (base 1)
0,8.83,64.5,40.512924,-3.4045769999999997,612.5,4,5,331.9,0.0,1,-0.032,-0.0,0.022000000000000002,-0.03,-0.015,0.008,-1.535,0.028999999999999998,0.023,0.0,-0.0,3.5,-1,18.13,1.01,3,64.5,60.0,1,tertiary,2,1,40.513615,-3.4050800000000003,0.8690000000000001,61.7,1.0,0.0,0.0
1,9.82,63.6,40.513065000000005,-3.4046800000000004,612.9,4,5,330.8,1.055,1,0.028999999999999998,-0.005,0.0,0.026000000000000002,-0.012,-0.006,-1.5230000000000001,0.022000000000000002,0.025,0.0,-0.0,3.5,-1,13.35,0.76,3,63.6,60.0,1,tertiary,2,1,40.513615,-3.4050800000000003,0.8690000000000001,61.7,1.0,0.0,0.0
2,10.8,62.2,40.51321,-3.404772,613.3,4,5,330.8,1.055,1,-0.033,-0.013000000000000001,0.05,-0.021,-0.018000000000000002,0.036000000000000004,-1.518,0.035,0.037000000000000005,0.321,0.045,2.998,2,13.5,0.78,2,62.2,60.0,1,tertiary,2,1,40.513615,-3.4050800000000003,0.8690000000000001,61.7,1.0,0.0,0.0
3,11.8,60.9,40.513348,-3.404868,613.5,3,5,330.1,0.703,1,0.055999999999999994,0.017,0.071,0.025,0.006,0.065,-1.5330000000000001,0.018000000000000002,0.048,0.251,0.013999999999999999,3.0010000000000003,2,15.12,0.89,1,60.9,60.0,1,tertiary,2,1,40.513615,-3.4050800000000003,0.8690000000000001,61.7,1.0,0.0,0.0
4,12.82,61.2,40.513477,-3.4049709999999997,613.8,3,5,329.4,1.406,1,0.026000000000000002,-0.057999999999999996,0.040999999999999995,0.013999999999999999,-0.031,0.042,-1.56,0.022000000000000002,0.06,0.081,0.053,3.076,2,15.55,0.91,1,61.2,60.0,1,tertiary,2,1,40.513615,-3.4050800000000003,0.8690000000000001,61.7,1.0,0.0,0.0
5,13.81,61.7,40.513615,-3.4050800000000003,614.0,3,5,328.7,1.406,1,0.002,-0.012,0.013999999999999999,0.012,-0.031,0.018000000000000002,-1.5759999999999998,0.039,0.087,-0.264,0.077,3.0260000000000002,2,15.48,0.9,1,61.7,60.0,1,tertiary,2,1,40.513615,-3.4050800000000003,0.8690000000000001,61.7,1.0,0.0,0.0
6,14.84,64.3,40.513740999999996,-3.405192,614.3,3,5,327.0,2.461,1,-0.01,-0.009000000000000001,0.02,0.019,0.02,0.025,-1.567,0.059000000000000004,0.10099999999999999,-0.778,-0.013999999999999999,3.147,2,17.98,1.01,1,64.3,60.0,1,tertiary,2,1,40.513615,-3.4050800000000003,0.8690000000000001,61.7,0.963,0.004,0.033
7,15.82,66.8,40.513882,-3.4053150000000003,614.6,3,5,325.5,3.1639999999999997,1,-0.01,-0.023,0.013000000000000001,-0.013999999999999999,-0.015,0.017,-1.589,0.028999999999999998,0.10300000000000001,-1.131,-0.019,3.2089999999999996,2,-1.0,-1.0,1,66.8,60.0,1,tertiary,2,1,40.513615,-3.4050800000000003,0.8690000000000001,61.7,0.89,0.01,0.1
8,16.83,68.9,40.514019,-3.405443,614.6,3,5,325.9,1.055,1,-0.0,0.013999999999999999,0.004,-0.002,0.03,0.006999999999999999,-1.5919999999999999,0.02,0.099,0.0,-0.0,3.47,0,21.12,1.1,1,68.9,60.0,1,tertiary,2,2,40.513740999999996,-3.405192,2.306,68.9,0.6970000000000001,0.013999999999999999,0.289
9,17.81,71.4,40.514164,-3.405575,614.6,3,5,325.5,0.35200000000000004,1,0.028999999999999998,0.033,-0.002,0.027999999999999997,0.046,0.002,-1.595,0.005,0.08800000000000001,0.757,0.183,2.99,2,-1.0,-1.0,1,71.4,60.0,1,tertiary,2,2,40.513740999999996,-3.405192,2.306,68.9,0.685,0.015,0.3
